,entity,incoming_domestic_amount_30,incoming_domestic_amount_60,incoming_domestic_amount_90,outgoing_domestic_amount_30,outgoing_domestic_amount_60,outgoing_domestic_amount_90,incoming_foreign_amount_30,incoming_foreign_amount_60,incoming_foreign_amount_90,outgoing_foreign_amount_30,outgoing_foreign_amount_60,outgoing_foreign_amount_90,incoming_domestic_count_30,incoming_domestic_count_60,incoming_domestic_count_90,outgoing_domestic_count_30,outgoing_domestic_count_60,outgoing_domestic_count_90,incoming_foreign_count_30,incoming_foreign_count_60,incoming_foreign_count_90,outgoing_foreign_count_30,outgoing_foreign_count_60,outgoing_foreign_count_90,balance_difference_30,balance_difference_60,balance_difference_90,isFraud
119,C1234776885,7285208.319999998,7565930.229999999,7565930.229999999,5488044.209999999,5548011.049999999,5548011.049999999,1935198.71,1935198.71,1935198.71,8211901.24,8211901.24,8211901.24,34,35,35,26,27,27,4,4,4,6,6,6,0.0,0.0,0.0,0
120,C1108517064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26923.42,26923.42,26923.42,0,0,0,0,0,0,0,0,0,1,1,1,-26923.42,-26923.42,-26923.42,0
121,C511354923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53783.57,53783.57,53783.57,0,0,0,0,0,0,0,0,0,1,1,1,-53783.57,-53783.57,-53783.57,0
122,C1899073220,6122041.910000003,6122041.910000003,6122041.910000003,5969655.4799999995,6244125.27,6244125.27,6123630.66,6538927.71,6538927.71,4282799.960000001,4282799.960000001,4282799.960000001,32,32,32,25,27,27,9,10,10,5,5,5,0.0,0.0,0.0,0
123,C1540894701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211075.91,211075.91,211075.91,0,0,0,0,0,0,0,0,0,1,1,1,-211075.91,-211075.91,-211075.91,0
124,C203149502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100677.86,100677.86,100677.86,0,0,0,0,0,0,0,0,0,1,1,1,-100677.86,-100677.86,-100677.86,0
125,C1198197478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473499.51,473499.51,473499.51,0,0,0,0,0,0,0,0,0,1,1,1,-473499.51,-473499.51,-473499.51,0
126,C476579021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1538200.39,1538200.39,1538200.39,0,0,0,0,0,0,0,0,0,1,1,1,-1538200.39,-1538200.39,-1538200.39,0
127,C106297322,0.0,0.0,0.0,0.0,0.0,0.0,2421578.09,2421578.09,2421578.09,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,2421578.09,2421578.09,2421578.09,0
128,C1419332030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1349670.68,1349670.68,1349670.68,0,0,0,0,0,0,0,0,0,1,1,1,-1349670.68,-1349670.68,-1349670.68,0
129,C1262110193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314403.14,314403.14,314403.14,0,0,0,0,0,0,0,0,0,1,1,1,-314403.14,-314403.14,-314403.14,0
130,C396918327,0.0,0.0,0.0,0.0,0.0,0.0,1457213.54,1457213.54,1457213.54,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,1457213.54,1457213.54,1457213.54,0
131,C547441493,0.0,0.0,0.0,0.0,0.0,0.0,445038.71,445038.71,445038.71,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,445038.71,445038.71,445038.71,0
132,C967677821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123206.66,1123206.66,1123206.66,0,0,0,0,0,0,0,0,0,1,1,1,-1123206.66,-1123206.66,-1123206.66,0
133,C1839206329,0.0,0.0,0.0,996.0,996.0,996.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-996.0,-996.0,-996.0,0
134,C998351292,4074844.13,4591850.159999999,4591850.159999999,4786417.25,4804774.82,4804774.82,4073892.3,4365775.71,4365775.71,3035375.3700000006,3035375.3700000006,3035375.3700000006,26,29,29,19,20,20,6,7,7,7,7,7,0.0,0.0,0.0,0
135,C169880779,0.0,0.0,0.0,0.0,0.0,0.0,176334.26,176334.26,176334.26,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,176334.26,176334.26,176334.26,0
136,C552674617,0.0,0.0,0.0,0.0,0.0,0.0,161217.61,161217.61,161217.61,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,161217.61,161217.61,161217.61,0
137,C909295153,7156049.2299999995,7539375.569999999,7539375.569999999,5115749.419999999,5444716.869999999,5444716.869999999,4971305.720000001,4971305.720000001,4971305.720000001,7969310.7,8989135.72,8989135.72,29,32,32,23,25,25,7,7,7,7,8,8,0.0,0.0,0.0,0
138,C402808045,0.0,0.0,0.0,0.0,0.0,0.0,75442.68,75442.68,75442.68,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,75442.68,75442.68,75442.68,0
139,C1318822808,1606807.0899999999,3282893.5999999996,3282893.5999999996,2360749.4999999995,3130042.6199999996,3130042.6199999996,3249873.29,3249873.29,3249873.29,3127124.34,3127124.34,3127124.34,15,21,21,10,15,15,3,3,3,5,5,5,0.0,0.0,0.0,0
140,C332365138,0.0,0.0,0.0,0.0,0.0,0.0,55536.86,55536.86,55536.86,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,55536.86,55536.86,55536.86,0
141,C977160959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438437.09,438437.09,438437.09,0,0,0,0,0,0,0,0,0,1,1,1,-438437.09,-438437.09,-438437.09,0
142,C1563053805,0.0,0.0,0.0,0.0,0.0,0.0,928722.69,928722.69,928722.69,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,928722.69,928722.69,928722.69,0
143,C1464177809,0.0,0.0,0.0,0.0,0.0,0.0,1478772.04,1478772.04,1478772.04,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,1478772.04,1478772.04,1478772.04,0
144,C1057507014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2545478.01,2545478.01,2545478.01,0,0,0,0,0,0,0,0,0,1,1,1,-2545478.01,-2545478.01,-2545478.01,0
145,C2007599722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2061082.82,2061082.82,2061082.82,0,0,0,0,0,0,0,0,0,1,1,1,-2061082.82,-2061082.82,-2061082.82,0
146,C2029780820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983479.66,983479.66,983479.66,0,0,0,0,0,0,0,0,0,1,1,1,-983479.66,-983479.66,-983479.66,0
147,C65080774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635507.97,635507.97,635507.97,0,0,0,0,0,0,0,0,0,1,1,1,-635507.97,-635507.97,-635507.97,0
148,C2116179210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848231.57,848231.57,848231.57,0,0,0,0,0,0,0,0,0,1,1,1,-848231.57,-848231.57,-848231.57,0
149,C1172535934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739112.93,739112.93,739112.93,0,0,0,0,0,0,0,0,0,1,1,1,-739112.93,-739112.93,-739112.93,0
150,C1648700617,0.0,0.0,0.0,0.0,0.0,0.0,324397.94,324397.94,324397.94,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,324397.94,324397.94,324397.94,0
151,C1765900922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982862.81,982862.81,982862.81,0,0,0,0,0,0,0,0,0,1,1,1,-982862.81,-982862.81,-982862.81,0
152,C94830685,0.0,0.0,0.0,0.0,0.0,0.0,955855.0,955855.0,955855.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,955855.0,955855.0,955855.0,0
153,C1539947037,0.0,0.0,0.0,0.0,0.0,0.0,179253.24,179253.24,179253.24,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,179253.24,179253.24,179253.24,0
154,C1047934137,0.0,0.0,0.0,373068.26,373068.26,373068.26,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-373068.26,-373068.26,-373068.26,0
155,C1614133563,228451.89,228451.89,228451.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,228451.89,228451.89,228451.89,0
156,C1037163664,232953.64,232953.64,232953.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,232953.64,232953.64,232953.64,0
157,C1200546947,193492.68,193492.68,193492.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,193492.67999999993,193492.67999999993,193492.67999999993,0
158,C695530017,62325.15,62325.15,62325.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,62325.15000000002,62325.15000000002,62325.15000000002,0
159,C1493042329,349640.51,349640.51,349640.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,349640.51,349640.51,349640.51,0
160,C1751403001,135324.19,135324.19,135324.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,135324.18999999994,135324.18999999994,135324.18999999994,0
161,C57624756,228710.05,228710.05,228710.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,228710.0499999998,228710.0499999998,228710.0499999998,0
162,C1543518287,220431.09,220431.09,220431.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,220431.08999999985,220431.08999999985,220431.08999999985,0
163,C2072130509,114271.72,114271.72,114271.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,114271.7200000002,114271.7200000002,114271.7200000002,0
164,C482307698,764772.98,764772.98,764772.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,764772.9800000004,764772.9800000004,764772.9800000004,0
165,C263833514,154160.82,154160.82,154160.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,154160.8200000003,154160.8200000003,154160.8200000003,0
166,C503195940,3687149.2700000005,4065953.130000001,4065953.130000001,2739149.0299999993,3328795.9799999995,3328795.9799999995,460179.48,501876.05,501876.05,436099.98,1178547.19,1178547.19,19,22,22,13,15,15,2,3,3,1,2,2,0.0,0.0,0.0,0
167,C1278839936,257348.03,257348.03,257348.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,257348.03000000026,257348.03000000026,257348.03000000026,0
168,C1618984457,334234.39,334234.39,334234.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,334234.38999999966,334234.38999999966,334234.38999999966,0
169,C1621254922,227335.16,227335.16,227335.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,227335.16000000015,227335.16000000015,227335.16000000015,0
170,C1979080261,217615.09,217615.09,217615.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,217615.08999999985,217615.08999999985,217615.08999999985,0
171,C1860886124,355294.5,355294.5,355294.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,355294.5,355294.5,355294.5,0
172,C173791568,349505.89,349505.89,349505.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,349505.88999999966,349505.88999999966,349505.88999999966,0
173,C2002174925,214851.41,214851.41,214851.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,214851.41000000015,214851.41000000015,214851.41000000015,0
174,C588449070,54988.56,54988.56,54988.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,54988.55999999959,54988.55999999959,54988.55999999959,0
175,C11003494,6088759.720000001,6593998.3100000005,6593998.3100000005,6063144.280000001,6063144.280000001,6063144.280000001,4508011.48,5056805.92,5056805.92,5445496.4,6637270.210000001,6637270.210000001,24,28,28,26,26,26,6,8,8,6,7,7,0.0,0.0,0.0,0
176,C376725601,61150.85,61150.85,61150.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,61150.84999999963,61150.84999999963,61150.84999999963,0
177,C1476235721,131409.27,131409.27,131409.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,131409.26999999955,131409.26999999955,131409.26999999955,0
178,C1068824137,2100342.6100000003,2854574.540000001,2854574.540000001,3083956.0400000005,3083956.0400000005,3083956.0400000005,3677009.5300000003,4244720.94,4244720.94,1822456.8399999999,1822456.8399999999,1822456.8399999999,20,23,23,20,20,20,3,4,4,4,4,4,0.0,0.0,0.0,0
179,C1552870927,313373.56,313373.56,313373.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,313373.56,313373.56,313373.56,0
180,C641882263,27070.11,27070.11,27070.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,27070.109999999986,27070.109999999986,27070.109999999986,0
181,C1568059495,3062810.08,3577290.52,3577290.52,1851910.39,3356923.3100000005,3356923.3100000005,314627.02,738829.89,738829.89,405925.87,405925.87,405925.87,26,28,28,12,17,17,1,2,2,2,2,2,0.0,0.0,0.0,0
182,C1930837320,127954.7,127954.7,127954.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,127954.70000000001,127954.70000000001,127954.70000000001,0
183,C1489193907,197031.04,197031.04,197031.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,197031.04000000004,197031.04000000004,197031.04000000004,0
184,C1453606810,144366.64,144366.64,144366.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,144366.64,144366.64,144366.64,0
185,C547923534,123103.74,123103.74,123103.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,123103.73999999999,123103.73999999999,123103.73999999999,0
186,C1660223291,106634.77,106634.77,106634.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,106634.77000000002,106634.77000000002,106634.77000000002,0
187,C379124840,74933.22,74933.22,74933.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,74933.21999999997,74933.21999999997,74933.21999999997,0
188,C1157943921,120234.99,120234.99,120234.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,120234.98999999999,120234.98999999999,120234.98999999999,0
189,C544966217,5763.99,5763.99,5763.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,5763.989999999991,5763.989999999991,5763.989999999991,0
190,C1706272858,156922.36,156922.36,156922.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,156922.3600000001,156922.3600000001,156922.3600000001,0
191,C882471736,162665.98,162665.98,162665.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,162665.97999999998,162665.97999999998,162665.97999999998,0
192,C1475192960,110226.34,110226.34,110226.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,110226.34000000008,110226.34000000008,110226.34000000008,0
193,C1816757085,4102103.2399999993,4157435.0499999993,4157435.0499999993,8435717.770000001,8609241.360000001,8609241.360000001,6275817.48,6836758.4,6836758.4,5893223.49,6258003.51,6258003.51,20,21,21,34,35,35,4,5,5,7,8,8,0.0,0.0,0.0,0
194,C749604930,157108.01,157108.01,157108.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,157108.01,157108.01,157108.01,0
195,C373097727,223555.14,223555.14,223555.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,223555.14000000013,223555.14000000013,223555.14000000013,0
196,C2082509879,146331.12,146331.12,146331.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,146331.1200000001,146331.1200000001,146331.1200000001,0
197,C576894497,141131.23,141131.23,141131.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,141131.22999999998,141131.22999999998,141131.22999999998,0
198,C2123533871,222711.47,222711.47,222711.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,222711.4700000002,222711.4700000002,222711.4700000002,0
199,C1340848245,79285.8,79285.8,79285.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,79285.79999999981,79285.79999999981,79285.79999999981,0
200,C281421502,248196.92,248196.92,248196.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,248196.91999999993,248196.91999999993,248196.91999999993,0
201,C848097505,403418.39,403418.39,403418.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,403418.38999999966,403418.38999999966,403418.38999999966,0
202,C1672598778,235564.81,235564.81,235564.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,235564.8099999996,235564.8099999996,235564.8099999996,0
203,C1122233828,32325.24,32325.24,32325.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,32325.240000000224,32325.240000000224,32325.240000000224,0
204,C1739267143,234094.24,234094.24,234094.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,234094.24000000022,234094.24000000022,234094.24000000022,0
205,C192456457,273305.73,273305.73,273305.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,273305.73000000045,273305.73000000045,273305.73000000045,0
206,C817689537,186838.95,186838.95,186838.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,186838.9500000002,186838.9500000002,186838.9500000002,0
207,C708613859,193161.04,193161.04,193161.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,193161.04000000004,193161.04000000004,193161.04000000004,0
208,C365625031,152823.85,152823.85,152823.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,152823.84999999963,152823.84999999963,152823.84999999963,0
209,C212963786,277807.48,277807.48,277807.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,277807.48000000045,277807.48000000045,277807.48000000045,0
210,C2032909428,221693.08,221693.08,221693.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,221693.08000000007,221693.08000000007,221693.08000000007,0
211,C2031377754,206097.65,206097.65,206097.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,206097.65000000037,206097.65000000037,206097.65000000037,0
212,C523211332,22384.21,22384.21,22384.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,22384.209999999963,22384.209999999963,22384.209999999963,0
213,C459857341,2852159.12,3401195.44,3401195.44,3756714.5899999994,3884239.1899999995,3884239.1899999995,1793523.91,1793523.91,1793523.91,3810092.92,3810092.92,3810092.92,19,22,22,19,21,21,5,5,5,5,5,5,0.0,0.0,0.0,0
214,C1972143064,160347.32,160347.32,160347.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,160347.3200000003,160347.3200000003,160347.3200000003,0
215,C95369743,63189.26,63189.26,63189.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,63189.25999999978,63189.25999999978,63189.25999999978,0
216,C1860513229,3011689.71,3979490.98,3979490.98,2103514.88,2947778.7199999993,2947778.7199999993,956752.24,956752.24,956752.24,1921344.8399999999,2256959.23,2256959.23,17,22,22,9,12,12,2,2,2,4,5,5,0.0,0.0,0.0,0
217,C26928827,196725.32,196725.32,196725.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,196725.3200000003,196725.3200000003,196725.3200000003,0
218,C2066892165,0.0,0.0,0.0,5853.21,5853.21,5853.21,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-5853.21,-5853.21,-5853.21,0
219,C662736689,2923108.61,3969816.96,3969816.96,4467613.66,5196869.84,5196869.84,6732987.869999999,7419321.659999999,7419321.659999999,4298298.33,4298298.33,4298298.33,22,27,27,21,23,23,7,8,8,6,6,6,0.0,0.0,0.0,0
220,C1871680329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276460.62,276460.62,276460.62,0,0,0,0,0,0,0,0,0,1,1,1,-276460.62,-276460.62,-276460.62,0
221,C934740803,0.0,0.0,0.0,195314.34,195314.34,195314.34,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-195314.34,-195314.34,-195314.34,0
222,C24039137,0.0,0.0,0.0,562903.81,562903.81,562903.81,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-562903.81,-562903.81,-562903.81,0
223,C1394010463,0.0,0.0,0.0,227478.01,227478.01,227478.01,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-227478.01,-227478.01,-227478.01,0
224,C1011044643,0.0,0.0,0.0,12154.7,12154.7,12154.7,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-12154.7,-12154.7,-12154.7,0
225,C725832346,161632.16,161632.16,161632.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,161632.15999999997,161632.15999999997,161632.15999999997,0
226,C1807176280,89327.65,89327.65,89327.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,89327.65000000002,89327.65000000002,89327.65000000002,0
227,C203819996,194900.16,194900.16,194900.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,194900.16000000003,194900.16000000003,194900.16000000003,0
228,C1262822392,5385080.359999999,5796839.52,5796839.52,5888934.250000002,5888934.250000002,5888934.250000002,10072281.92,10072281.92,10072281.92,7653699.430000001,7653699.430000001,7653699.430000001,22,24,24,24,24,24,7,7,7,8,8,8,0.0,0.0,0.0,0
229,C1977618945,24470.43,24470.43,24470.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,24470.429999999935,24470.429999999935,24470.429999999935,0
230,C1060519157,45317.95,45317.95,45317.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,45317.94999999995,45317.94999999995,45317.94999999995,0
231,C58890945,230021.01,230021.01,230021.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,230021.01,230021.01,230021.01,0
232,C1269773610,154578.28,154578.28,154578.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,154578.28000000003,154578.28000000003,154578.28000000003,0
233,C367967231,206405.92,206405.92,206405.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,206405.91999999993,206405.91999999993,206405.91999999993,0
234,C36531985,158995.29,158995.29,158995.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,158995.29000000004,158995.29000000004,158995.29000000004,0
235,C767436045,178370.36,178370.36,178370.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,178370.35999999987,178370.35999999987,178370.35999999987,0
236,C1847431070,15152.15,15152.15,15152.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,15152.149999999907,15152.149999999907,15152.149999999907,0
237,C1660837991,101669.17,101669.17,101669.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,101669.16999999993,101669.16999999993,101669.16999999993,0
238,C1325866488,81694.11,81694.11,81694.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,81694.10999999987,81694.10999999987,81694.10999999987,0
239,C1195396074,183250.0,183250.0,183250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,183250.0,183250.0,183250.0,0
240,C811562535,219220.21,219220.21,219220.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,219220.20999999996,219220.20999999996,219220.20999999996,0
241,C1824322115,143148.97,143148.97,143148.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,143148.96999999974,143148.96999999974,143148.96999999974,0
242,C702999333,132457.52,132457.52,132457.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,132457.51999999955,132457.51999999955,132457.51999999955,0
243,C865858182,106727.81,106727.81,106727.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,106727.80999999959,106727.80999999959,106727.80999999959,0
